	reply_text
2499	Must be a very weak god, that Mohammad that it uses these beasts for revenge for humor, which only brings shame and disgust apon it
2500	This is a fair revenge! French planes with impunity in Afghanistan, Syria, Libya and Iraq!
2501	"“: SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack"" Now that's tolerance for you"
2502	cc
2503	that's also not a robbery in most jurisdictions, it's a petty theft. (Eg Los Angeles)
2504	I stole gum from a drugstore as a kid. Glad Im alive to tell it.
2505	for real.. I buy a box for bucks.
2506	WHY does the time stamp say :51 on the report, but one of the stills of the robbery shows :53?
2507	The property would have been valued by store employee not cops. Retail cost as determined by business.
2508	The key here is the verbiage Theft,burglary,larceny, or Robbery? Robbery is the term in this report!
2509	why robbery..whats the difference between shoplift or robbery..I have not read report yet
2510	Robbery involves threat or the use of force or violence to take the property
2511	right. So he did that for cigars ? I know I need to sit and read report. What's your thoughts on sll this
2512	so not even a felony... Haha
2513	it also says they didn't arrive on the scene for the first time until /13
2514	So there are already two different charges! And none of them shows Michael Browns name!!!
2515	Notice the top this says nd suspect. Mike Brown is suspect . Please read everything out there.
2516	Good look! Thank you!
2517	You're welcome!
2518	Items Stolen: - Items Recovered: - Fatally Shot Suspects: ...
2519	man. in so heated over this
2520	Could've been a count box which are ~$40. Box like this:
2521	If he stole a case of cigars, where were they?
2522	if they have the box it would be in evidence, but that's assuming this isn't just fabricated to create an excuse for the cop
2523	they have the whole thing on video..
2524	you have a link? or you just taking their word for it?
2525	it was on the news where I live.
2526	ok, have you seen the video?
2527	Actually it's pretty reasonable. Maybe do research before tweeting to the masses?
2528	lmap research before tweeting? pfft if anything this entire mess had showed research is the last thing people use
2529	Anon has been pretty awful through this whole thing.
2530	I meant in general. People went off the deep end and believed the st thing they heard or read. No matter how sided
2531	Oh for sure.. Anon has been exceptionally awful though!
2532	You should be focusing on the ROBBERY charge and not the SHOPLIFTING charge.
2533	$50 ?! Shit.. Mane this is some nonsense the report don't even look right. Missing info allat
2534	no signatures?
2535	I bet they just typed that up this morning.
2536	right. I made better report cards on Photoshop
2537	they're not finished yet, didn't want to sign rough draft.
2538	I think perhaps they’re saying the entire wholesale box a store would use for display…as opposed to one package.
2539	MT : We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags on display
2540	More on situation at Martin Place in Sydney, AU
2541	yeah. That's her station
2542	This is not true. As you have made a lot of Tweets you may have forgotten this one. Do the right thing and remove it.
2543	Flag in hostage situation shows the Islamic profession of faith ('shahada'). Not an IS flag despite the same wording
2544	sorry - how do you know it's an ISIS flag? Can you actually confirm that?
2545	no she can't cos it's actually not
2546	Journalists report facts - reporters bleat out crap they hear. ISIS my arse.
2547	not ISIS flags. Shahada flags.
2548	not ISIS flags
2549	; several of your tweets are either wrong or misleading. Please hold yourself to higher journalism standards!
2550	Have you actually confirmed its an ISIS flag or are you talking shit
2551	. Your stupidity is beyond belief. Just stop if you are capable of that.
2552	there is stupid and there is Markson's stupidity which is on another planet altogether
2553	She is SOOOOO Stupid that she is completely incapable of realising it.
2554	I'm not watching it, but it sounds as if it is being treated as sport.
2555	It's called Dunning-Kruger effect.
2556	FFS, have you got a clue? There are people's lives at stake.
2557	who do you think you’re “informing”?
2558	Sure hope it's not just some dude and that you've not just pulled a Fairfax. Beginning to see why you were sent back to uni.
2559	“: According to Seven, this is a picture of the gunman ” - no idea how true this is but fascinating
2560	. Police have asked all on social media to desist publishing anything FHS
2561	if you can have a photo of this bloke then just snipe him in the head.
2562	put a bullet in the wankers head
2563	exactly what i was thinking
2564	there's of them though
2565	
2566	What is wrong with you ?
2567	Yeah, Murdoch witch, shut up and watch the blinking lights. You're not a journo, so don't journalise.
2568	dad?
2569	looks like a little green man!
2570	Stupid. Media learnt nothing from Boston.
2571	We learnt a lot from Boston nothing happened.
2572	You are a danger to the rest of society. Stop posting pics without any verification &amp; creating panic.
2573	looks like a bikie
2574	Your info is out of date. Rideau shooting didn't happen. Police press conference says nothing about number of shooters.
2575	Check for updates from police that are current.
2576	It appears now it was only shooter and the shots were heard at nearby hotel/shopping cntr causing reports of more shootings
2577	Probably a drill.
2578	: Police believe gunmen were involved in shootings in Ottawa and are looking for two shooters.
2579	That's not what they just said at the Press Conference!
2580	The police chief just totally dodged that question and wouldn't say there was more than ..jUst FYI
2581	And when will you be announcing they are Muslims?
2582	Lies and propaganda are traditionally the tools of theocracy, fascism, and totalitarianism. Stop build terrorism &amp; 's fame!
2583	HMMM ! CAUTION ! COULD BE A EVENT MANY CONFLICTING REPORTS COMING FROM
2584	Via : FIRST PHOTOS: Hostage pressed against a window. ”
2585	“: FIRST PHOTOS: Hostage pressed against a window. ” SHIT
2586	STAGED BS
2587	
2588	Please stop releasing these pictures!
2589	people and police are requesting not to tweet photos/information.
2590	CAUTION Be aware that this could be a Event unfolding right across the street from channel coincidence? Perhaps
2591	“: FIRST PHOTOS: Hostage pressed against a window. ”
2592	"Smfh "": FIRST PHOTOS: Hostage pressed against a window. ”"
2593	Canada's Parliament locked down after shooting; one guard injured: Photo: AP
2594	...you mean least guard died
2595	wishing them our best.
2596	THIS IS A SMALL LESSON TO CANADA ON HUMAN RIGHTS ! WHAT IT WAS TRYING TO PREACH TO INDIA IN LAST YRS!
2597	Lies and propaganda are traditionally the tools of theocracy, fascism, and totalitarianism.
2598	why tweets not in English
2599	One guess.
2600	because they can't read and write English
2601	source is correct!
2602	sad.....
2603	He was shot at close range and did not stand a chance. The gunman was shot and killed later trying to enter parliment
2604	This is FAR from breaking news.... this has been known for hours
2605	ITS STILL IMPORTANT
2606	RIP Bro
2607	RIP
2608	RIP
2609	Out of respect for his family could CNN please stop showing pictures and video of people performing CPR on him?
2610	what is our world coming to, we are afraid to go anywhere as no place is safe.
2611	you've been late on this story all day..
2612	tweets not in english cuz they are morons
2613	Thank you for up date --- great job --Thank you ------pnp---canada
2614	:50am??
2615	Probably meant PM, in the afternoon &gt;.&lt;
2616	. yes, certainly a typo.
2617	Okay, so what's been happening in Canada?
2618	Okay did quick search. Seems these are low level wannabe terrorists retaliating for Canada's stand against ISIS.
2619	The terrorists bit has not been confirmed as far as I'm aware. Last guy who shot up Parliament yrs ago was a nutcase.
2620	True. But I hear there was a similar incident this past Monday. Is that correct? That makes me think its low level terrorism
